"Sitzungsland","Sitzungsort","Monat","Empfehlungsplattform","Landing-Page-URL","Durchschnittliche Sitzungsdauer","Seitenaufrufe pro Sitzung","Absprünge","Sitzungen, in denen Artikel zum Warenkorb hinzugefügt wurden","Sitzungen, bei denen der Checkout erreicht wurde","Sitzungen, bei denen der Checkout abgeschlossen wurde","Sitzungen"
"Germany","Hamburg","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHXa7decux1zNAqjoPDTNzEwSLFy6tTsQ2CQXKc6-jR4O62efudeSjFgMNg_aem_sRVJ3Wyoln11FyibEVsxBQ",0,1,1,0,0,0,1
"Germany","Postbauer-Heng","2024-11-01","direct","https://www.whiskyquartier.de/policies/legal-notice",0,1,4,0,0,0,4
"Germany","Unterschleissheim","2024-11-01","direct","https://www.whiskyquartier.de/products/balvenie-12-years-old-double-wood-0-7l",0,1,1,0,0,0,1
"United Kingdom","London","2024-11-01","whiskystats","https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_sid=8cc88e544&_ss=r",15,1,0,1,0,0,1
"Germany","Frankfurt am Main","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",0,1,1,0,0,0,1
"Germany","Waren","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHe24WsBi2Xl5C31DcCAyt0DB7cLzZdKlWweoG5ONDCqAof5HtrTvRdWMjw_aem_aAeFZHJXs27BpOS4veXzNw",0,1,1,0,0,0,1
"Germany","Nuremberg","2024-11-01","direct","https://www.whiskyquartier.de/products/yamazaki-0-7l",0,1,1,0,0,0,1
"Germany","Dresden","2024-11-01","direct","https://www.whiskyquartier.de/",0,1,2,0,0,0,2
"Germany","Beilngries","2024-11-01","7bb991-55","https://www.whiskyquartier.de/password",0,1,1,0,0,0,1
"Germany","Stuttgart","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHQHzavSueTMhI5jRbsA5316ZzL8_48HZCrCMRU4mvLhQWQ0hYN43qulAlw_aem_RfEZByEuDvQFEhT9WXTd5g",0,1,1,0,0,0,1
"Germany","Essen","2024-11-01","alphabet","https://www.whiskyquartier.de/products/harmony-collection-rare-cask-2022-0-7l?variant=49727978668369&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Finland","Helsinki","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHdMUBJzWgGKH1_EmaF5RQSq2LMtCY27hUgoLx2NbsAYrVz0SaNYD--iIVQ_aem_CZh0nvl5rduRptcUpV4jNA",61,2,0,0,0,0,1
"Germany","Steinbach am Taunus","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHZEXXOMZoUv-YXZ-xf3FdcY_md4E8uJdTNXqh8ULqQGtThp-PyhgvrYmEg_aem_V5mxNau01ffwfOT2u6HPiQ",138,3,0,0,0,0,1
"Germany","Hanover","2024-11-01","alphabet","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l?variant=49827452354897&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany",,"2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHS3tAiAsECAjQ1SERI9NSnTvc3cDOmiWQqWKqASu6YQluai2EWpczY76gQ_aem_OJXQnDos6Ko1DKO-HdDNIg",0,1,1,0,0,0,1
"Vietnam","Biên Hòa","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHWBYs3Cx2uahVENOxrNRvkKnZ8JJCxa1c1KWJXnnjXeuyjkHW58eJCDhOA_aem_r_WhdLvcTLZ5aXHXb2mQIQ",104,3,0,0,0,0,1
"Germany","Nuremberg","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NkF8BHSC3DvT1DJBZhLMDaPGbKQLO6O2k5a8gJRur-QFQ-D0GwDHD069H5KBI3A_aem_-Jt3c5UKulHvuYvK5t_R5Q",148,5,0,0,0,0,1
"Germany","Nuremberg","2024-11-01","direct","https://www.whiskyquartier.de/",27,2,3,0,0,0,5
"Germany",,"2024-11-01","alphabet","https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniversary-0-7l-kopie?variant=49729641120081&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",20,2,0,0,0,0,1
"Germany",,"2024-11-01","direct","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l",0,1,1,0,0,0,1
"Germany","Düsseldorf","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHWLCfw8VZ6hdtFnla8brHcNQbHklh8oJOQLEELvS3GULmmoDXu8LpY3Nig_aem_MvC6DGzQmNk8Yf2HT68hrw",253,3,0,0,0,0,1
"Sweden","Stockholm","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",50,2,0,1,1,0,1
"Germany","Leipzig","2024-11-01","direct","https://www.whiskyquartier.de/cart",0,1,1,0,0,0,1
"United Kingdom","Glasgow","2024-11-01","direct","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l",0,1,1,0,0,0,1
"Italy","Santa Vittoria d'Alba","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/the-quinta-ruban-port-cask-finish-0-7l",0,1,1,0,0,0,1
"Germany","Viernheim","2024-11-01","alphabet","https://www.whiskyquartier.de/products/laddie-ten-0-7l?variant=49827403432273&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",37,2,0,0,0,0,1
"Germany","Munich","2024-11-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOort-kwvDqW20WYyAoptZbici5k3iz6iG2G6xXCR-kp6WGd3_0Vs",25,2,0,0,0,0,1
"Germany","Munich","2024-11-01","direct","https://www.whiskyquartier.de/",35.5,2.5,2,0,0,0,4
"Germany","Nuremberg","2024-11-01","direct","https://www.whiskyquartier.de/collections/macallan",3063,6,0,0,0,0,1
"Germany","Hohenwestedt","2024-11-01","alphabet","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l?variant=49827452354897&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Kronach","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHTjnOZM1NzUR8gev0V9Nwx0Stdc7KnuCdQU2bDe93jqeorUez4AlQ_IIxw_aem_gRiGnMO4Hx-19EQgVSi24A",0,1,1,0,0,0,1
"Germany",,"2024-11-01","alphabet","https://www.whiskyquartier.de/products/the-quinta-ruban-port-cask-finish-0-7l?variant=49827427451217&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,2,0,0,0,2
"Germany","Recklinghausen","2024-11-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Poxdorf","2024-11-01","direct","https://www.whiskyquartier.de/policies/legal-notice",0,1,1,0,0,0,1
"The Netherlands","Pijnacker","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/gold-double-cask-0-7l",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2024-11-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Finland","Helsinki","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2M7RcBHaeVYIxEz7qnZZ9VxQcqdTW_g3bsRnYkMuK7gTwqc-VsetZgKKPWXJiqVQ_aem_EH1MjlJL0Lm32yDJvcl7eg",0,1,1,0,0,0,1
"Germany","Hersbruck","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHZEGGvoELksNfUsT0V6LmH745npi6up8rcHNIXcVas7ncVt22-RMJsc_0w_aem_Yk9Ep5Hzi5EQ-WJAPRhZFg",6,2,0,0,0,0,1
"Germany","Cologne","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BpgxSCK1lgXnS0ntU_NxTDiKkxfD1PhFw4pEZdpVgqUM1vkVB6p6lSWnAmA_aem_wDgAh5XybKT47bIy-frASQ",0,1,1,0,0,0,1
"Germany","Stuttgart","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2M7RcBpuJCoOrNgOmyNy7ke19BZ2MM_WCL_RP2VyrW69undt3HpCV_UvrDnbOn8w_aem_2ZckfqJqcrZ1mj1_rR4dvg",0,1,1,0,0,0,1
"The Netherlands","Hendrik-Ido-Ambacht","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/balvenie-12-years-old-double-wood-0-7l",0,1,1,0,0,0,1
"Portugal","Casal Comba","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NkF8Bptl7CgaBQ-rooBUM_txEdIPHIqufTHIdqVzE7oWVhmexd7bwgIE0kTmeEg_aem_MUa2fJqI8Yilik0IStSjHA",11,2,0,0,0,0,1
"Germany","Erlangen","2024-11-01","direct","https://www.whiskyquartier.de/",372,4,0,0,0,0,1
"Afghanistan","Kabul","2024-11-01","alphabet","https://www.whiskyquartier.de/products/laddie-origins-feis-ile-2021-0-7l",0,1,3,0,0,0,3
"Germany","Waiblingen","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHV_EQVP8N6yDnbBJiCrV7RYKh0e6Gsf9ehVFfzijvzROcj3RyBwZsOWnRQ_aem_-fX0wcy41H4kklBln-391Q",0,1,1,0,0,0,1
"Germany","Essen","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BplAN_tyfuZKwCZGEapgHA13IkLfhxGunIFzIQ03FxnbdlzWJztC_bDzYnA_aem_ryqc7FDQJz2IhxZK5FcBhg",24,2,0,0,0,0,1
"Sweden","Luleå","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0CMTEAAR21tfjKTgu-Ne58rW5M8f9g3pmLBuPonoxQM2759AY9XFexKJbvnRGqUhk_aem_SU5AiylcIFxQczpsUZFXCA",0,1,1,0,0,0,1
"Germany","Germering","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHVqTKg9FIvJj5vjsZ3kB6oyS6C6Y5nLJsaONwBsqdDi7tN7DrcaC8F_yNw_aem_tqAna7gwBFRcaUezmvrrHw",0,1,1,0,0,0,1
"Germany","Düren","2024-11-01","syndicatedsearch","https://www.whiskyquartier.de/?gad_source=5",42,3.5,1,0,0,0,2
"Germany","Landshut","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHUxbfFl1xoWBzsm8HcAGXC4TV-Ywh08etaye82eRSRg34oC8HUMdQPMcgg_aem_5Sl24DD6Jww4prCIdLnMMA",19,2,0,0,0,0,1
"Portugal","Lisbon","2024-11-01","direct","https://www.whiskyquartier.de/",1195,2,0,0,0,0,1
"Germany","Vechelde","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHcR56eftaNWV8AC6A7dq2xyE9NMKE2kYUlbAWgHIXGQ3UdD7j1TtM01B1A_aem_5wyqJIxUi1irRIzBtPi-SA",143,3,0,0,0,0,1
"Poland",,"2024-11-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",7,1,0,1,0,0,1
"Germany",,"2024-11-01","meta","https://www.whiskyquartier.de/products/quest-collection-enigma-0-7l?fbclid=IwY2xjawGuqR1leHRuA2FlbQIxMAABHQivlhMUSVBwfQZpkl1vuRzp6_aRrZAugh8z9N1d9GjerWLRGFbBbE5Tow_aem_umoopFK52e11BAwXZowafg",0,1,1,0,0,0,1
"Czechia","Beroun","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",0,1,2,0,0,0,2
"Austria","Vienna","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",6,2,0,0,0,0,1
"Germany","Nuremberg","2024-11-01","alphabet","https://www.whiskyquartier.de/",71.5,3.5,0,0,0,0,2
"Germany","Bünde","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NkF8BHUnQtAzK5pUqxezZJ5EjPLy8QPypVhSo3gv3qOanZGp7kCmTn5UwCc48Mg_aem_p2nFSn1vgXLV2FgCwEVqLg",1411,3,0,0,0,0,1
"Germany","Kitzingen","2024-11-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Saalfeld","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHXokvSvaQwcQTtTLBPQz0K1joKm6-R6rPQ7w3O0XeseRz0u7_gGV0xKW6A_aem_NDfYVkuyp9qCLheK3eaZeg",0,1,1,0,0,0,1
"Germany","Duisburg","2024-11-01","direct","https://www.whiskyquartier.de/collections/neu-im-shop?page=1",0,1,1,0,0,0,1
"Germany","Erlangen","2024-11-01","direct","https://www.whiskyquartier.de/collections/macallan",524.5,1.5,1,0,0,0,2
"Chile","Santiago","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0-7l",21,2,0,0,0,0,1
"The Netherlands","Spijkenisse","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/macallan-harmony-collection-amber-meadow",0,1,1,0,0,0,1
"Germany","Cologne","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NAJ8BHRsEX7PjBKpiUaVFnBziQYQO0-xh-Dik5_FGzpOc6eZs3p9x4jNzy6XX1g_aem_j7n3YqevLks1YtPAjqoImA",1059,2,0,0,0,0,1
"Germany",,"2024-11-01","direct","https://www.whiskyquartier.de/policies/legal-notice",0,1,1,0,0,0,1
"Germany","Sankt Augustin","2024-11-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDD2NkF8BHeTWNRvSwECWUfjPC8Rh9WkXRnXIZhUfVuDPE9Fw79WFlW-3tkddU5PyjQ_aem_DgD2tY9t3obQvAUjMvxfVQ",0,1,1,0,0,0,1
"The Netherlands","Purmerend","2024-11-01","direct","https://www.whiskyquartier.de/products/macallan-classic-cut-2023",123.66666666666667,1.3333333333333333,2,0,0,0,3
"The Netherlands","Eindhoven","2024-11-01","whiskybase","https://www.whiskyquartier.de/products/ardcore-0-7l",0,1,1,0,0,0,1
"Germany","Fürth","2024-11-01","alphabet","https://www.whiskyquartier.de/",517,5,1,0,0,0,2
"Germany","Rodenbach","2024-11-01","alphabet","https://www.whiskyquartier.de/products/harmony-collection-vibrant-oak-0-7l?variant=49827316171089&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Hamburg","2024-12-01","direct","https://www.whiskyquartier.de/",126.66666666666667,6.666666666666667,0,0,0,0,3
"Germany","Wuppertal","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHaN8EK9tbUhS-Hf-ieXwkCI5ZP0zTyiE7wZlVvcmZowaScn0fLc4SOVtyQ_aem_SrXUS8vtpuVEeowtI_Txmw",0,1,1,0,0,0,1
"Germany","Uelsen","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDZzj9LcBppxHaRX4Mqd41FAwB4gWdpq-n4hd8AW9X4iG1QdiREr9xnklD1oZWL3uLg_aem_PEoPT0LAT55sPzz4cYaehg",0,1,1,0,0,0,1
"Germany","Munich","2024-12-01","alphabet","https://www.whiskyquartier.de/?srsltid=AfmBOopYSUKY1jTQTSt0jEp4xhwEshfswKxdC_m-aq7KiIt8pprg2uIn",460,2,0,0,0,0,1
"Czechia","Prague","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMAABHSGfAuwd9CufTfcFoyzVKvavbbvKFvbZM_khmaHIUVVZpCaTd2Mhm83GHA_aem_qjEkYECHDw0pCktXQ-ZjbA",305,9,0,0,0,0,1
"Germany","Falkenstein","2024-12-01","direct","https://www.whiskyquartier.de/policies/legal-notice",0,1,2,0,0,0,2
"Bulgaria","Sofia","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",0,1,1,0,0,0,1
"Germany","Hanover","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHX5C4K7LtFOoB55WgPDzwZBnJHs9vEo-B8h3dDAg9kKS-f1f6Toi9NzlfA_aem_wpMysHDnS5tfJjanU9khjA",0,1,1,0,0,0,1
"Germany","Augsburg","2024-12-01","alphabet","https://www.whiskyquartier.de/products/quest-collection-lumina-0-7l-kopie?srsltid=AfmBOoqsfvmlvrB12RydeEVHT3hBxHfSspXyqX8HyfcWDVpF3JPFa9V1",0,1,1,0,0,0,1
"The Netherlands","Alphen aan den Rijn","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/quest-collection-quest-1l",37,3,0,1,1,0,1
"Armenia",,"2024-12-01","alphabet","https://www.whiskyquartier.de/products/classic-cut-2020-0-7l",0,1,4,0,0,0,4
"Germany","Düsseldorf","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHZbm9EpTFAyck8pcSUatNo5AwTQgKRTpPI4Jg4mnL0jWveTBImdsicyxPw_aem_lg1GieE8wwvhiXd-71Y-mA",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",0,1,1,0,0,0,1
"Germany","Munich","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDZzj9LcBprVw6IxrYglfEXkiTySgllrYLASL8oD7VoPlGuCOGONC9VGtupwkm3-BKA_aem_oEE8KNaT0O04bkbzICLy-g",0,1,1,0,0,0,1
"Germany","Luckenwalde","2024-12-01","direct","https://www.whiskyquartier.de/collections/bestseller",0,1,1,0,0,0,1
"Austria","Salzburg","2024-12-01","alphabet","https://www.whiskyquartier.de/products/edition-no-6-0-7l?srsltid=AfmBOorT1eOJnTvkQac-H1ZRCG8UbI0vA4a_egXYzhKCJ2UWVh33W1zQ",0,1,1,0,0,0,1
"Ireland","Clonee","2024-12-01","meta","https://www.whiskyquartier.de/collections/asien?fbclid=IwZXh0bgNhZW0CMTEAAR2DOmSMtW5UWC2EquhIe760nAFvrSYj1L1iPFYxb0UMmhpg69FFsQ8Ye_4_aem_NRtP4EINRMQ99Pxu6uRDGQ",0,1,1,0,0,0,1
"Germany","Gütersloh","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHYf2qeOfiNBJCdbFnbtQpzFb-s7sfOpyddfFM0JP6eiqDUP7yPyXbnuzUg_aem_TTyygdZo4Sf3y45uE6bx6w",117,5,0,0,0,0,1
"Bahamas","Nassau","2024-12-01","alphabet","https://www.whiskyquartier.de/products/18y-sherry-oak-2022-0-7l",0,1,3,0,0,0,3
"Germany","Rosenheim","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzj9LcBHcACE6mSgwrfVJ89Mw_FudrwTxq0TwXbU_Nkfsnq3F5AFTWp0AEaOH28Mg_aem_cxmh8wDVPy4xFND1-OJP1w",107,5,0,0,0,0,1
"Germany","Röbel","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzj9LcBHbM3iMGDJwDbQTnQaaC9yAj4hPeWWbpHmWHKgaBthvdudOcCRr61ehNDsQ_aem_E-CMKLYPLIgqZ2M9uAkthw",0,1,1,0,0,0,1
"Ireland","Dublin","2024-12-01","direct","https://www.whiskyquartier.de/policies/privacy-policy",0,1,1,0,0,0,1
"Finland","Helsinki","2024-12-01","direct","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",128,5,0,1,1,1,1
"Ireland","Clonee","2024-12-01","meta","https://www.whiskyquartier.de/collections/speyside?fbclid=IwZXh0bgNhZW0CMTEAAR2Ex15H1sil7q-Eb-VHjtjLKVfKmgAQvBZw7DeYH_LhLtkADNVqRY9_tz8_aem_P2ZnGPGXsOxwxwt7puqcDQ",0,1,1,0,0,0,1
"Austria","Graz","2024-12-01","alphabet","https://www.whiskyquartier.de/products/quest-collection-lumina-0-7l-kopie?srsltid=AfmBOoraPiCm8dox6qTOKrlMlAUngR7bwz19aC4G2uuq9YP1qtLL_13q",70,4,0,1,1,0,1
"Finland","Helsinki","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",1183,12,0,1,1,0,1
"Ireland","Clonee","2024-12-01","meta","https://www.whiskyquartier.de/products/yamazaki-0-7l?fbclid=IwZXh0bgNhZW0CMTEAAR2qBdf5wY2vDc9ODT0c9cwsYzJPkzTHmXCtjzpAIeIMlknkMtBCnNuSEtA_aem_hwvFl9Hk-WyulJ-vnt2QnA",0,1,1,0,0,0,1
"Germany","Munich","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHVIDlMn4YuOu4pOWueaoAQngiz-LBMUG0WWdEiwlBTOqmZKhXuVW9zo8mw_aem_CDlgHOTs-idtbHCb2oeT3w",86,3,0,0,0,0,1
"Germany","Berlin","2024-12-01","direct","https://www.whiskyquartier.de/products/balvenie-12-years-old-double-wood-0-7l",16,2,0,0,0,0,1
"Germany","Weißenfels","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHTZ5vI_ydF77YflYEs4-TYhfQtpZbfnVWavV7CRF6HUwhf9uzONHDSkJ-g_aem_T5w1b1rkx6NcQVdIqlQOCQ",0,1,1,0,0,0,1
"Türkiye","Konya","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHeqfnSG2EKEyUoxb2V4YNYBIEFPP_jfIcSyNFBsIfcCuaYNVJAx57W5s2A_aem_opWRbqYOytWwe0WgXa9VPQ",0,1,1,0,0,0,1
"Canada","Beauharnois","2024-12-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Spain","Santa Coloma de Farners","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/cardeas-warehouse-1-0-7l",0,1,1,0,0,0,1
"Germany","Isenbüttel","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHcflOMeYWZhBP7nUBAPClccgT_Qvze7O3SUXk60sCHuYhjtYqLfellWibg_aem_RAZCcqYZX2GX3Im4LGa7XQ",0,1,1,0,0,0,1
"Germany","Vilshofen","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBpvqtovuuk6ibpMHa1i0-h2SRA8vpjYAnAlkWJL4PT39I02Dxr1I0gz9j-w_aem_VBmvuNE3Am6-CeuE6-934w",0,1,1,0,0,0,1
"Germany","Essen","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMAABHcC_WL7sMPDM9eQYM_Wkk-xXcflNdFzAFnGJQjW6v9DQ3Tm0KPngoKZQAQ_aem_mfodEeYerwgv--7MCdCm9Q",0,1,1,0,0,0,1
"Ireland","Dublin","2024-12-01","direct","https://www.whiskyquartier.de/policies/contact-information",0,1,1,0,0,0,1
"Germany","Laatzen","2024-12-01","alphabet","https://www.whiskyquartier.de/products/12-yo-colour-collection-0-7l",0,1,1,0,0,0,1
"Germany","Bonn","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/triple-wood-0-7l?_pos=1&_sid=8cc88e544&_ss=r",0,1,1,0,0,0,1
"Germany","Parsberg","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0CMTEAAaZDsRVI79mAOfc8N1s3Bdob-qVNMfysuxs9zaIe3lRag75nqWIymVBmmys_aem_GuSjcCI5iukBv04mwZN7nA",35,3,0,0,0,0,1
"South Korea","Bupyeong-gu","2024-12-01","whiskybase","https://www.whiskyquartier.de/products/kavalan-solist-brandy-0-7l-kopie",453,4,0,0,0,0,1
"Germany","Ulm","2024-12-01","meta-sitelink-2","https://www.whiskyquartier.de/collections/speyside?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBHXQ4FVigI-0ni1bDakVFUjGUguu38GN8KN84CL37ksBaKpz1ulEjqrOEeQ_aem_JyWUSRHkJdl79iQZW9fcQQ&utm_source=Meta-SiteLink-2",91,4,0,0,0,0,1
"Germany","Cologne","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMAABHZrEPt_CFnU2cuPnMancBrxTyiU8RomB2MR0Ny8-ci2uHzaGkn2TO2Zdkw_aem_aaCXbc9sZEWTkVCiR0ikMQ",0,1,1,0,0,0,1
"Ireland","Clonee","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0CMTEAAR34TiNA5C08ScwU7xuk3c43fCwLUkVwhfQdoN-vi27FC5oGFWaNhkzF7xg_aem_eSIvH1Jt-mw_sHpmjl-0hg",0,1,1,0,0,0,1
"Germany","Berlin","2024-12-01","alphabet","https://www.whiskyquartier.de/products/classic-cut-2023-0-7l-kopie?srsltid=AfmBOorBhBx09eW2Ys0amAIevB5GXGpu05JfozPho0dHnKxxjNwN4mGF",0,1,1,0,0,0,1
"Germany","Kronach","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGDZzj9LcBHTVoE8lPmeEDfcsDwfTBZCKCQvPNRds8vKNUAXEUtSzOjavxx_U7_eUZkw_aem_FbzoirOepkAvYchE8AXxyw",0,1,1,0,0,0,1
"Germany","Göppingen","2024-12-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGDZzkD0cBpgVG8b7mETeH1rZXYcAo0sIAfBC26HgBOJZelwfeKnmPSYlJIov8FMxcLA_aem_wGnONtL9ydKSBPA30XKqHQ",0,1,1,0,0,0,1
"Ireland","Dublin","2024-12-01","direct","https://www.whiskyquartier.de/policies/legal-notice",0,1,1,0,0,0,1
